_id,MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
1904,Verkehrsunfälle,mit Personenschäden,2008,200803,210,293,-24.73,-28.33,358
1905,Verkehrsunfälle,mit Personenschäden,2008,200804,315,396,50,-20.45,351
1906,Verkehrsunfälle,mit Personenschäden,2008,200805,445,482,41.27,-7.68,348
1907,Verkehrsunfälle,mit Personenschäden,2008,200806,424,444,-4.72,-4.5,347
1908,Verkehrsunfälle,mit Personenschäden,2008,200807,459,435,8.25,5.52,349
1909,Verkehrsunfälle,mit Personenschäden,2008,200808,402,344,-12.42,16.86,353
1910,Verkehrsunfälle,mit Personenschäden,2008,200809,360,385,-10.45,-6.49,351
1911,Verkehrsunfälle,mit Personenschäden,2008,200810,373,405,3.61,-7.9,349
1912,Verkehrsunfälle,mit Personenschäden,2008,200811,281,324,-24.66,-13.27,345
1913,Verkehrsunfälle,mit Personenschäden,2008,200812,230,333,-18.15,-30.93,337
1914,Verkehrsunfälle,mit Personenschäden,2007,Summe,4276,4751,,-10,
1915,Verkehrsunfälle,mit Personenschäden,2007,200701,218,291,-43.52,-25.09,390
1916,Verkehrsunfälle,mit Personenschäden,2007,200702,217,237,-0.46,-8.44,388
1917,Verkehrsunfälle,mit Personenschäden,2007,200703,293,275,35.02,6.55,390
1918,Verkehrsunfälle,mit Personenschäden,2007,200704,396,301,35.15,31.56,398
1919,Verkehrsunfälle,mit Personenschäden,2007,200705,482,471,21.72,2.34,399
1920,Verkehrsunfälle,mit Personenschäden,2007,200706,444,406,-7.88,9.36,402
1921,Verkehrsunfälle,mit Personenschäden,2007,200707,435,671,-2.03,-35.17,382
1922,Verkehrsunfälle,mit Personenschäden,2007,200708,344,422,-20.92,-18.48,376
1923,Verkehrsunfälle,mit Personenschäden,2007,200709,385,407,11.92,-5.41,374
1924,Verkehrsunfälle,mit Personenschäden,2007,200710,405,500,5.19,-19,366
1925,Verkehrsunfälle,mit Personenschäden,2007,200711,324,384,-20,-15.63,361
1926,Verkehrsunfälle,mit Personenschäden,2007,200712,333,386,2.78,-13.73,356
1927,Verkehrsunfälle,mit Personenschäden,2006,Summe,4751,5474,,-13.21,
1928,Verkehrsunfälle,mit Personenschäden,2006,200601,291,244,-40.25,19.26,460
1929,Verkehrsunfälle,mit Personenschäden,2006,200602,237,229,-18.56,3.49,461
1930,Verkehrsunfälle,mit Personenschäden,2006,200603,275,299,16.03,-8.03,459
1931,Verkehrsunfälle,mit Personenschäden,2006,200604,301,422,9.45,-28.67,449
1932,Verkehrsunfälle,mit Personenschäden,2006,200605,471,521,56.48,-9.6,445
1933,Verkehrsunfälle,mit Personenschäden,2006,200606,406,627,-13.8,-35.25,426
1934,Verkehrsunfälle,mit Personenschäden,2006,200607,671,558,65.27,20.25,436
1935,Verkehrsunfälle,mit Personenschäden,2006,200608,422,462,-37.11,-8.66,432
1936,Verkehrsunfälle,mit Personenschäden,2006,200609,407,678,-3.55,-39.97,410
1937,Verkehrsunfälle,mit Personenschäden,2006,200610,500,451,22.85,10.86,414
1938,Verkehrsunfälle,mit Personenschäden,2006,200611,384,496,-23.2,-22.58,404
1939,Verkehrsunfälle,mit Personenschäden,2006,200612,386,487,0.52,-20.74,396
1940,Verkehrsunfälle,mit Personenschäden,2005,Summe,5474,5214,,4.99,
1941,Verkehrsunfälle,mit Personenschäden,2005,200501,244,286,-41.35,-14.69,431
1942,Verkehrsunfälle,mit Personenschäden,2005,200502,229,240,-6.15,-4.58,430
1943,Verkehrsunfälle,mit Personenschäden,2005,200503,299,321,30.57,-6.85,428
1944,Verkehrsunfälle,mit Personenschäden,2005,200504,422,388,41.14,8.76,431
1945,Verkehrsunfälle,mit Personenschäden,2005,200505,521,476,23.46,9.45,435
1946,Verkehrsunfälle,mit Personenschäden,2005,200506,627,491,20.35,27.7,446
1947,Verkehrsunfälle,mit Personenschäden,2005,200507,558,646,-11,-13.62,439
1948,Verkehrsunfälle,mit Personenschäden,2005,200508,462,584,-17.2,-20.89,429
1949,Verkehrsunfälle,mit Personenschäden,2005,200509,678,541,46.75,25.32,440
1950,Verkehrsunfälle,mit Personenschäden,2005,200510,451,465,-33.48,-3.01,439
1951,Verkehrsunfälle,mit Personenschäden,2005,200511,496,360,9.98,37.78,450
1952,Verkehrsunfälle,mit Personenschäden,2005,200512,487,416,-1.81,17.07,456
1953,Verkehrsunfälle,mit Personenschäden,2004,Summe,5214,5052,,3.21,
1954,Verkehrsunfälle,mit Personenschäden,2004,200401,286,282,-25.33,1.42,421
1955,Verkehrsunfälle,mit Personenschäden,2004,200402,240,232,-16.08,3.45,422
1956,Verkehrsunfälle,mit Personenschäden,2004,200403,321,374,33.75,-14.17,418
1957,Verkehrsunfälle,mit Personenschäden,2004,200404,388,429,20.87,-9.56,414
1958,Verkehrsunfälle,mit Personenschäden,2004,200405,476,510,22.68,-6.67,411
1959,Verkehrsunfälle,mit Personenschäden,2004,200406,491,566,3.15,-13.25,405
1960,Verkehrsunfälle,mit Personenschäden,2004,200407,646,538,31.57,20.07,414
1961,Verkehrsunfälle,mit Personenschäden,2004,200408,584,461,-9.6,26.68,424
1962,Verkehrsunfälle,mit Personenschäden,2004,200409,541,452,-7.36,19.69,432
1963,Verkehrsunfälle,mit Personenschäden,2004,200410,465,466,-14.05,-0.21,432
1964,Verkehrsunfälle,mit Personenschäden,2004,200411,360,359,-22.58,0.28,432
1965,Verkehrsunfälle,mit Personenschäden,2004,200412,416,383,15.56,8.62,435
1966,Verkehrsunfälle,mit Personenschäden,2003,Summe,5052,5620,,-10.11,
1967,Verkehrsunfälle,mit Personenschäden,2003,200301,282,328,-7.24,-14.02,465
1968,Verkehrsunfälle,mit Personenschäden,2003,200302,232,316,-17.73,-26.58,458
1969,Verkehrsunfälle,mit Personenschäden,2003,200303,374,414,61.21,-9.66,454
1970,Verkehrsunfälle,mit Personenschäden,2003,200304,429,432,14.71,-0.69,454
1971,Verkehrsunfälle,mit Personenschäden,2003,200305,510,537,18.88,-5.03,452
1972,Verkehrsunfälle,mit Personenschäden,2003,200306,566,675,10.98,-16.15,443
1973,Verkehrsunfälle,mit Personenschäden,2003,200307,538,711,-4.95,-24.33,428
1974,Verkehrsunfälle,mit Personenschäden,2003,200308,461,479,-14.31,-3.76,427
1975,Verkehrsunfälle,mit Personenschäden,2003,200309,452,509,-1.95,-11.2,422
1976,Verkehrsunfälle,mit Personenschäden,2003,200310,466,467,3.1,-0.21,422
1977,Verkehrsunfälle,mit Personenschäden,2003,200311,359,448,-22.96,-19.87,414
1978,Verkehrsunfälle,mit Personenschäden,2003,200312,383,304,6.69,25.99,421
1979,Verkehrsunfälle,mit Personenschäden,2002,Summe,5620,5948,,-5.51,
1980,Verkehrsunfälle,mit Personenschäden,2002,200201,328,354,-13,-7.34,494
1981,Verkehrsunfälle,mit Personenschäden,2002,200202,316,343,-3.66,-7.87,491
1982,Verkehrsunfälle,mit Personenschäden,2002,200203,414,426,31.01,-2.82,490
1983,Verkehrsunfälle,mit Personenschäden,2002,200204,432,454,4.35,-4.85,488
1984,Verkehrsunfälle,mit Personenschäden,2002,200205,537,655,24.31,-18.02,479
1985,Verkehrsunfälle,mit Personenschäden,2002,200206,675,560,25.7,20.54,488
1986,Verkehrsunfälle,mit Personenschäden,2002,200207,711,755,5.33,-5.83,485
1987,Verkehrsunfälle,mit Personenschäden,2002,200208,479,510,-32.63,-6.08,482
1988,Verkehrsunfälle,mit Personenschäden,2002,200209,509,497,6.26,2.41,483
1989,Verkehrsunfälle,mit Personenschäden,2002,200210,467,581,-8.25,-19.62,473
1990,Verkehrsunfälle,mit Personenschäden,2002,200211,448,436,-4.07,2.75,474
1991,Verkehrsunfälle,mit Personenschäden,2002,200212,304,377,-32.14,-19.36,468
1992,Verkehrsunfälle,mit Personenschäden,2001,Summe,5948,5677,,4.77,
1993,Verkehrsunfälle,mit Personenschäden,2001,200101,354,321,-12.16,10.28,476
1994,Verkehrsunfälle,mit Personenschäden,2001,200102,343,329,-3.11,4.26,477
1995,Verkehrsunfälle,mit Personenschäden,2001,200103,426,414,24.2,2.9,478
1996,Verkehrsunfälle,mit Personenschäden,2001,200104,454,441,6.57,2.95,479
1997,Verkehrsunfälle,mit Personenschäden,2001,200105,655,568,44.27,15.32,486
1998,Verkehrsunfälle,mit Personenschäden,2001,200106,560,555,-14.5,0.9,487
1999,Verkehrsunfälle,mit Personenschäden,2001,200107,755,610,34.82,23.77,499
2000,Verkehrsunfälle,mit Personenschäden,2001,200108,510,525,-32.45,-2.86,498
2001,Verkehrsunfälle,mit Personenschäden,2001,200109,497,557,-2.55,-10.77,493
2002,Verkehrsunfälle,mit Personenschäden,2001,200110,581,493,16.9,17.85,500
2003,Verkehrsunfälle,mit Personenschäden,2001,200111,436,461,-24.96,-5.42,498
2004,Verkehrsunfälle,mit Personenschäden,2001,200112,377,403,-13.53,-6.45,496
2005,Verkehrsunfälle,mit Personenschäden,2000,200001,321,,,,321
2006,Verkehrsunfälle,mit Personenschäden,2000,200002,329,,2.49,,325
2007,Verkehrsunfälle,mit Personenschäden,2000,200003,414,,25.84,,355
2008,Verkehrsunfälle,mit Personenschäden,2000,200004,441,,6.52,,376
2009,Verkehrsunfälle,mit Personenschäden,2000,200005,568,,28.8,,415
2010,Verkehrsunfälle,mit Personenschäden,2000,200006,555,,-2.29,,438
2011,Verkehrsunfälle,mit Personenschäden,2000,200007,610,,9.91,,463
2012,Verkehrsunfälle,mit Personenschäden,2000,200008,525,,-13.93,,470
2013,Verkehrsunfälle,mit Personenschäden,2000,200009,557,,6.1,,480
2014,Verkehrsunfälle,mit Personenschäden,2000,200010,493,,-11.49,,481
2015,Verkehrsunfälle,mit Personenschäden,2000,200011,461,,-6.49,,479
2016,Verkehrsunfälle,mit Personenschäden,2000,200012,403,,-12.58,,473
2017,Verkehrsunfälle,Verletzte und Getötete,2025,202501,,295,,,
2018,Verkehrsunfälle,Verletzte und Getötete,2025,202502,,323,,,
2019,Verkehrsunfälle,Verletzte und Getötete,2025,202503,,420,,,
2020,Verkehrsunfälle,Verletzte und Getötete,2025,202504,,610,,,
2021,Verkehrsunfälle,Verletzte und Getötete,2025,202505,,619,,,
2022,Verkehrsunfälle,Verletzte und Getötete,2025,202506,,673,,,
2023,Verkehrsunfälle,Verletzte und Getötete,2025,202507,,785,,,
2024,Verkehrsunfälle,Verletzte und Getötete,2025,202508,,648,,,
2025,Verkehrsunfälle,Verletzte und Getötete,2025,202509,,596,,,
2026,Verkehrsunfälle,Verletzte und Getötete,2025,202510,,569,,,
2027,Verkehrsunfälle,Verletzte und Getötete,2025,202511,,393,,,
2028,Verkehrsunfälle,Verletzte und Getötete,2025,202512,,340,,,
2029,Verkehrsunfälle,Verletzte und Getötete,2024,Summe,6271,6199,,1.16,
2030,Verkehrsunfälle,Verletzte und Getötete,2024,202401,295,312,-3.59,-5.45,515
2031,Verkehrsunfälle,Verletzte und Getötete,2024,202402,323,331,9.49,-2.42,515
2032,Verkehrsunfälle,Verletzte und Getötete,2024,202403,420,473,30.03,-11.21,510
2033,Verkehrsunfälle,Verletzte und Getötete,2024,202404,610,364,45.24,67.58,531
2034,Verkehrsunfälle,Verletzte und Getötete,2024,202405,619,555,1.48,11.53,536
2035,Verkehrsunfälle,Verletzte und Getötete,2024,202406,673,755,8.72,-10.86,529
2036,Verkehrsunfälle,Verletzte und Getötete,2024,202407,785,770,16.64,1.95,530
2037,Verkehrsunfälle,Verletzte und Getötete,2024,202408,648,474,-17.45,36.71,545
2038,Verkehrsunfälle,Verletzte und Getötete,2024,202409,596,700,-8.02,-14.86,536
2039,Verkehrsunfälle,Verletzte und Getötete,2024,202410,569,669,-4.53,-14.95,528
2040,Verkehrsunfälle,Verletzte und Getötete,2024,202411,393,490,-30.93,-19.8,520
2041,Verkehrsunfälle,Verletzte und Getötete,2024,202412,340,306,-13.49,11.11,523
2042,Verkehrsunfälle,Verletzte und Getötete,2023,Summe,6199,6199,,0,
2043,Verkehrsunfälle,Verletzte und Getötete,2023,202301,312,294,-18.11,6.12,518
2044,Verkehrsunfälle,Verletzte und Getötete,2023,202302,331,305,6.09,8.52,520
2045,Verkehrsunfälle,Verletzte und Getötete,2023,202303,473,478,42.9,-1.05,520
2046,Verkehrsunfälle,Verletzte und Getötete,2023,202304,364,400,-23.04,-9,517
2047,Verkehrsunfälle,Verletzte und Getötete,2023,202305,555,723,52.47,-23.24,503
2048,Verkehrsunfälle,Verletzte und Getötete,2023,202306,755,629,36.04,20.03,513
2049,Verkehrsunfälle,Verletzte und Getötete,2023,202307,770,742,1.99,3.77,516
2050,Verkehrsunfälle,Verletzte und Getötete,2023,202308,474,586,-38.44,-19.11,506
2051,Verkehrsunfälle,Verletzte und Getötete,2023,202309,700,604,47.68,15.89,514
2052,Verkehrsunfälle,Verletzte und Getötete,2023,202310,669,566,-4.43,18.2,523
2053,Verkehrsunfälle,Verletzte und Getötete,2023,202311,490,491,-26.76,-0.2,523
2054,Verkehrsunfälle,Verletzte und Getötete,2023,202312,306,381,-37.55,-19.69,517
2055,Verkehrsunfälle,Verletzte und Getötete,2022,Summe,6199,5551,,11.67,
2056,Verkehrsunfälle,Verletzte und Getötete,2022,202201,294,177,-11.98,66.1,472
2057,Verkehrsunfälle,Verletzte und Getötete,2022,202202,305,249,3.74,22.49,477
2058,Verkehrsunfälle,Verletzte und Getötete,2022,202203,478,338,56.72,41.42,489
2059,Verkehrsunfälle,Verletzte und Getötete,2022,202204,400,386,-16.32,3.63,490
2060,Verkehrsunfälle,Verletzte und Getötete,2022,202205,723,402,80.75,79.85,517
2061,Verkehrsunfälle,Verletzte und Getötete,2022,202206,629,737,-13,-14.65,508
2062,Verkehrsunfälle,Verletzte und Getötete,2022,202207,742,724,17.97,2.49,509
2063,Verkehrsunfälle,Verletzte und Getötete,2022,202208,586,533,-21.02,9.94,514
2064,Verkehrsunfälle,Verletzte und Getötete,2022,202209,604,680,3.07,-11.18,507
2065,Verkehrsunfälle,Verletzte und Getötete,2022,202210,566,561,-6.29,0.89,508
2066,Verkehrsunfälle,Verletzte und Getötete,2022,202211,491,430,-13.25,14.19,513
2067,Verkehrsunfälle,Verletzte und Getötete,2022,202212,381,334,-22.4,14.07,517
2068,Verkehrsunfälle,Verletzte und Getötete,2021,Summe,5551,5704,,-2.68,
2069,Verkehrsunfälle,Verletzte und Getötete,2021,202101,177,360,-43.09,-50.83,460
2070,Verkehrsunfälle,Verletzte und Getötete,2021,202102,249,355,40.68,-29.86,451
2071,Verkehrsunfälle,Verletzte und Getötete,2021,202103,338,334,35.74,1.2,452
2072,Verkehrsunfälle,Verletzte und Getötete,2021,202104,386,363,14.2,6.34,454
2073,Verkehrsunfälle,Verletzte und Getötete,2021,202105,402,464,4.15,-13.36,448
2074,Verkehrsunfälle,Verletzte und Getötete,2021,202106,737,585,83.33,25.98,461
2075,Verkehrsunfälle,Verletzte und Getötete,2021,202107,724,821,-1.76,-11.81,453
2076,Verkehrsunfälle,Verletzte und Getötete,2021,202108,533,563,-26.38,-5.33,450
2077,Verkehrsunfälle,Verletzte und Getötete,2021,202109,680,634,27.58,7.26,454
2078,Verkehrsunfälle,Verletzte und Getötete,2021,202110,561,566,-17.5,-0.88,454
2079,Verkehrsunfälle,Verletzte und Getötete,2021,202111,430,348,-23.35,23.56,461
2080,Verkehrsunfälle,Verletzte und Getötete,2021,202112,334,311,-22.33,7.4,463
2081,Verkehrsunfälle,Verletzte und Getötete,2020,Summe,5704,6239,,-8.58,
2082,Verkehrsunfälle,Verletzte und Getötete,2020,202001,360,297,-4.76,21.21,525
2083,Verkehrsunfälle,Verletzte und Getötete,2020,202002,355,345,-1.39,2.9,526
2084,Verkehrsunfälle,Verletzte und Getötete,2020,202003,334,427,-5.92,-21.78,518
2085,Verkehrsunfälle,Verletzte und Getötete,2020,202004,363,515,8.68,-29.51,506
2086,Verkehrsunfälle,Verletzte und Getötete,2020,202005,464,484,27.82,-4.13,504
2087,Verkehrsunfälle,Verletzte und Getötete,2020,202006,585,710,26.08,-17.61,494
2088,Verkehrsunfälle,Verletzte und Getötete,2020,202007,821,898,40.34,-8.57,487
2089,Verkehrsunfälle,Verletzte und Getötete,2020,202008,563,532,-31.43,5.83,490
2090,Verkehrsunfälle,Verletzte und Getötete,2020,202009,634,609,12.61,4.11,492
2091,Verkehrsunfälle,Verletzte und Getötete,2020,202010,566,591,-10.73,-4.23,490
2092,Verkehrsunfälle,Verletzte und Getötete,2020,202011,348,453,-38.52,-23.18,481
2093,Verkehrsunfälle,Verletzte und Getötete,2020,202012,311,378,-10.63,-17.72,475
2094,Verkehrsunfälle,Verletzte und Getötete,2019,Summe,6239,6527,,-4.41,
2095,Verkehrsunfälle,Verletzte und Getötete,2019,201901,297,350,-14.66,-15.14,540
2096,Verkehrsunfälle,Verletzte und Getötete,2019,201902,345,328,16.16,5.18,541
2097,Verkehrsunfälle,Verletzte und Getötete,2019,201903,427,383,23.77,11.49,545
2098,Verkehrsunfälle,Verletzte und Getötete,2019,201904,515,619,20.61,-16.8,536
2099,Verkehrsunfälle,Verletzte und Getötete,2019,201905,484,640,-6.02,-24.38,523
2100,Verkehrsunfälle,Verletzte und Getötete,2019,201906,710,732,46.69,-3.01,521
2101,Verkehrsunfälle,Verletzte und Getötete,2019,201907,898,852,26.48,5.4,525
2102,Verkehrsunfälle,Verletzte und Getötete,2019,201908,532,529,-40.76,0.57,525
2103,Verkehrsunfälle,Verletzte und Getötete,2019,201909,609,645,14.47,-5.58,522
2104,Verkehrsunfälle,Verletzte und Getötete,2019,201910,591,616,-2.96,-4.06,520
2105,Verkehrsunfälle,Verletzte und Getötete,2019,201911,453,485,-23.35,-6.6,517
2106,Verkehrsunfälle,Verletzte und Getötete,2019,201912,378,348,-16.56,8.62,520
2107,Verkehrsunfälle,Verletzte und Getötete,2018,Summe,6527,6058,,7.74,
2108,Verkehrsunfälle,Verletzte und Getötete,2018,201801,350,307,-6.91,14.01,508
2109,Verkehrsunfälle,Verletzte und Getötete,2018,201802,328,334,-6.29,-1.8,508
2110,Verkehrsunfälle,Verletzte und Getötete,2018,201803,383,486,16.77,-21.19,499
2111,Verkehrsunfälle,Verletzte und Getötete,2018,201804,619,439,61.62,41,514
2112,Verkehrsunfälle,Verletzte und Getötete,2018,201805,640,631,3.39,1.43,515
2113,Verkehrsunfälle,Verletzte und Getötete,2018,201806,732,668,14.38,9.58,520
2114,Verkehrsunfälle,Verletzte und Getötete,2018,201807,852,752,16.39,13.3,529
2115,Verkehrsunfälle,Verletzte und Getötete,2018,201808,529,504,-37.91,4.96,531
2116,Verkehrsunfälle,Verletzte und Getötete,2018,201809,645,546,21.93,18.13,539
2117,Verkehrsunfälle,Verletzte und Getötete,2018,201810,616,572,-4.5,7.69,543
2118,Verkehrsunfälle,Verletzte und Getötete,2018,201811,485,443,-21.27,9.48,546
2119,Verkehrsunfälle,Verletzte und Getötete,2018,201812,348,376,-28.25,-7.45,544
2120,Verkehrsunfälle,Verletzte und Getötete,2017,Summe,6058,6409,,-5.48,
2121,Verkehrsunfälle,Verletzte und Getötete,2017,201701,307,380,-19.42,-19.21,528
2122,Verkehrsunfälle,Verletzte und Getötete,2017,201702,334,351,8.79,-4.84,527
2123,Verkehrsunfälle,Verletzte und Getötete,2017,201703,486,370,45.51,31.35,536
2124,Verkehrsunfälle,Verletzte und Getötete,2017,201704,439,545,-9.67,-19.45,527
2125,Verkehrsunfälle,Verletzte und Getötete,2017,201705,631,602,43.74,4.82,530
2126,Verkehrsunfälle,Verletzte und Getötete,2017,201706,668,691,5.86,-3.33,528
2127,Verkehrsunfälle,Verletzte und Getötete,2017,201707,752,742,12.57,1.35,529
2128,Verkehrsunfälle,Verletzte und Getötete,2017,201708,504,540,-32.98,-6.67,526
2129,Verkehrsunfälle,Verletzte und Getötete,2017,201709,546,759,8.33,-28.06,508
2130,Verkehrsunfälle,Verletzte und Getötete,2017,201710,572,559,4.76,2.33,509
2131,Verkehrsunfälle,Verletzte und Getötete,2017,201711,443,489,-22.55,-9.41,505
2132,Verkehrsunfälle,Verletzte und Getötete,2017,201712,376,381,-15.12,-1.31,505
2133,Verkehrsunfälle,Verletzte und Getötete,2016,Summe,6409,6524,,-1.76,
2134,Verkehrsunfälle,Verletzte und Getötete,2016,201601,380,334,-20.67,13.77,548
2135,Verkehrsunfälle,Verletzte und Getötete,2016,201602,351,321,-7.63,9.35,550
2136,Verkehrsunfälle,Verletzte und Getötete,2016,201603,370,471,5.41,-21.44,542
2137,Verkehrsunfälle,Verletzte und Getötete,2016,201604,545,598,47.3,-8.86,537
2138,Verkehrsunfälle,Verletzte und Getötete,2016,201605,602,604,10.46,-0.33,537
2139,Verkehrsunfälle,Verletzte und Getötete,2016,201606,691,673,14.78,2.67,539
2140,Verkehrsunfälle,Verletzte und Getötete,2016,201607,742,809,7.38,-8.28,533
2141,Verkehrsunfälle,Verletzte und Getötete,2016,201608,540,546,-27.22,-1.1,532
2142,Verkehrsunfälle,Verletzte und Getötete,2016,201609,759,614,40.56,23.62,545
2143,Verkehrsunfälle,Verletzte und Getötete,2016,201610,559,569,-26.35,-1.76,544
2144,Verkehrsunfälle,Verletzte und Getötete,2016,201611,489,506,-12.52,-3.36,542
2145,Verkehrsunfälle,Verletzte und Getötete,2016,201612,381,479,-22.09,-20.46,534
2146,Verkehrsunfälle,Verletzte und Getötete,2015,Summe,6524,6668,,-2.16,
2147,Verkehrsunfälle,Verletzte und Getötete,2015,201501,334,412,-19.13,-18.93,549
2148,Verkehrsunfälle,Verletzte und Getötete,2015,201502,321,372,-3.89,-13.71,545
2149,Verkehrsunfälle,Verletzte und Getötete,2015,201503,471,559,46.73,-15.74,538
2150,Verkehrsunfälle,Verletzte und Getötete,2015,201504,598,549,26.96,8.93,542
2151,Verkehrsunfälle,Verletzte und Getötete,2015,201505,604,671,1,-9.99,536
2152,Verkehrsunfälle,Verletzte und Getötete,2015,201506,673,656,11.42,2.59,538
2153,Verkehrsunfälle,Verletzte und Getötete,2015,201507,809,783,20.21,3.32,540
2154,Verkehrsunfälle,Verletzte und Getötete,2015,201508,546,517,-32.51,5.61,542
2155,Verkehrsunfälle,Verletzte und Getötete,2015,201509,614,620,12.45,-0.97,542
2156,Verkehrsunfälle,Verletzte und Getötete,2015,201510,569,652,-7.33,-12.73,535
2157,Verkehrsunfälle,Verletzte und Getötete,2015,201511,506,464,-11.07,9.05,538
2158,Verkehrsunfälle,Verletzte und Getötete,2015,201512,479,413,-5.34,15.98,544
2159,Verkehrsunfälle,Verletzte und Getötete,2014,Summe,6668,6522,,2.24,
2160,Verkehrsunfälle,Verletzte und Getötete,2014,201401,412,320,-2.6,28.75,551
2161,Verkehrsunfälle,Verletzte und Getötete,2014,201402,372,326,-9.71,14.11,555
2162,Verkehrsunfälle,Verletzte und Getötete,2014,201403,559,350,50.27,59.71,572
2163,Verkehrsunfälle,Verletzte und Getötete,2014,201404,549,523,-1.79,4.97,575
2164,Verkehrsunfälle,Verletzte und Getötete,2014,201405,671,530,22.22,26.6,586
2165,Verkehrsunfälle,Verletzte und Getötete,2014,201406,656,734,-2.24,-10.63,580
2166,Verkehrsunfälle,Verletzte und Getötete,2014,201407,783,976,19.36,-19.77,564
2167,Verkehrsunfälle,Verletzte und Getötete,2014,201408,517,645,-33.97,-19.84,553
2168,Verkehrsunfälle,Verletzte und Getötete,2014,201409,620,617,19.92,0.49,553
2169,Verkehrsunfälle,Verletzte und Getötete,2014,201410,652,595,5.16,9.58,558
2170,Verkehrsunfälle,Verletzte und Getötete,2014,201411,464,483,-28.83,-3.93,557
2171,Verkehrsunfälle,Verletzte und Getötete,2014,201412,413,423,-10.99,-2.36,556
2172,Verkehrsunfälle,Verletzte und Getötete,2013,Summe,6522,6404,,1.84,
2173,Verkehrsunfälle,Verletzte und Getötete,2013,201301,320,338,0.95,-5.33,532
2174,Verkehrsunfälle,Verletzte und Getötete,2013,201302,326,290,1.88,12.41,535
2175,Verkehrsunfälle,Verletzte und Getötete,2013,201303,350,526,7.36,-33.46,521
2176,Verkehrsunfälle,Verletzte und Getötete,2013,201304,523,485,49.43,7.84,524
2177,Verkehrsunfälle,Verletzte und Getötete,2013,201305,530,719,1.34,-26.29,508
2178,Verkehrsunfälle,Verletzte und Getötete,2013,201306,734,681,38.49,7.78,512
2179,Verkehrsunfälle,Verletzte und Getötete,2013,201307,976,730,32.97,33.7,533
2180,Verkehrsunfälle,Verletzte und Getötete,2013,201308,645,635,-33.91,1.57,534
2181,Verkehrsunfälle,Verletzte und Getötete,2013,201309,617,632,-4.34,-2.37,532
2182,Verkehrsunfälle,Verletzte und Getötete,2013,201310,595,580,-3.57,2.59,534
2183,Verkehrsunfälle,Verletzte und Getötete,2013,201311,483,471,-18.82,2.55,535
2184,Verkehrsunfälle,Verletzte und Getötete,2013,201312,423,317,-12.42,33.44,544
2185,Verkehrsunfälle,Verletzte und Getötete,2012,Summe,6404,5869,,9.12,
2186,Verkehrsunfälle,Verletzte und Getötete,2012,201201,338,328,-8.65,3.05,490
2187,Verkehrsunfälle,Verletzte und Getötete,2012,201202,290,343,-14.2,-15.45,486
2188,Verkehrsunfälle,Verletzte und Getötete,2012,201203,526,425,81.38,23.76,494
2189,Verkehrsunfälle,Verletzte und Getötete,2012,201204,485,604,-7.79,-19.7,484
2190,Verkehrsunfälle,Verletzte und Getötete,2012,201205,719,765,48.25,-6.01,480
2191,Verkehrsunfälle,Verletzte und Getötete,2012,201206,681,472,-5.29,44.28,498
2192,Verkehrsunfälle,Verletzte und Getötete,2012,201207,730,637,7.2,14.6,505
2193,Verkehrsunfälle,Verletzte und Getötete,2012,201208,635,487,-13.01,30.39,518
2194,Verkehrsunfälle,Verletzte und Getötete,2012,201209,632,519,-0.47,21.77,527
2195,Verkehrsunfälle,Verletzte und Getötete,2012,201210,580,481,-8.23,20.58,535
2196,Verkehrsunfälle,Verletzte und Getötete,2012,201211,471,438,-18.79,7.53,538
2197,Verkehrsunfälle,Verletzte und Getötete,2012,201212,317,370,-32.7,-14.32,534
2198,Verkehrsunfälle,Verletzte und Getötete,2011,Summe,5869,4822,,21.71,
2199,Verkehrsunfälle,Verletzte und Getötete,2011,201101,328,192,18.41,70.83,413
2200,Verkehrsunfälle,Verletzte und Getötete,2011,201102,343,247,4.57,38.87,421
2201,Verkehrsunfälle,Verletzte und Getötete,2011,201103,425,341,23.91,24.63,428
2202,Verkehrsunfälle,Verletzte und Getötete,2011,201104,604,216,42.12,179.63,461
2203,Verkehrsunfälle,Verletzte und Getötete,2011,201105,765,389,26.66,96.66,492
2204,Verkehrsunfälle,Verletzte und Getötete,2011,201106,472,517,-38.3,-8.7,488
2205,Verkehrsunfälle,Verletzte und Getötete,2011,201107,637,721,34.96,-11.65,481
2206,Verkehrsunfälle,Verletzte und Getötete,2011,201108,487,481,-23.55,1.25,482
2207,Verkehrsunfälle,Verletzte und Getötete,2011,201109,519,534,6.57,-2.81,480
2208,Verkehrsunfälle,Verletzte und Getötete,2011,201110,481,524,-7.32,-8.21,477
2209,Verkehrsunfälle,Verletzte und Getötete,2011,201111,438,383,-8.94,14.36,481
2210,Verkehrsunfälle,Verletzte und Getötete,2011,201112,370,277,-15.53,33.57,489
2211,Verkehrsunfälle,Verletzte und Getötete,2010,Summe,4822,4865,,-0.88,
2212,Verkehrsunfälle,Verletzte und Getötete,2010,201001,192,223,-50.9,-13.9,403
2213,Verkehrsunfälle,Verletzte und Getötete,2010,201002,247,340,28.65,-27.35,395
2214,Verkehrsunfälle,Verletzte und Getötete,2010,201003,341,245,38.06,39.18,403
